lane_dev_avg,angle_avg,speed_avg
0.14242596091759024,0.9961282772813451,0.5978752533555249
0.5666669465911885,0.9121174888055634,0.20378658276182518
0.525586622462062,0.9946116978026756,1.2445223765047613
0.3647690671618636,0.9975262060326217,1.656840320701197
0.52253889044416,0.9976928077125571,1.07990424305102
0.3573026985231734,0.9967763968505865,1.3283226864977955
0.3376026403551039,0.997428779150796,1.6445368217318865
0.5285154421503345,0.9944361884827243,1.4404942673493948
0.5211933156741517,0.9975559538476423,1.4922110775506598
0.26656252237617833,0.995802373648064,1.8601528034675219
0.22749204889899402,0.99763429375387,1.6041616758795776
0.5041474253249665,0.9977412560909427,1.6231671572834747
0.3965223586061396,0.9958288143417472,1.6934455857265456
0.3134521630468468,0.9978071134035768,1.5553007635664653
0.5472376547655777,0.9943916224140741,1.4000053896229845
0.21217914997768683,0.9977526697018835,1.507394668456988
0.6189604722105903,0.9986875180716142,1.5662192975237734
0.46041978503403774,0.9956260949636758,1.5432762485374143
0.42193510983063764,0.994871299086071,1.616110903138733
0.29950606810032493,0.9955807966823937,1.5625532610006732
0.4948766773530081,0.9969839778156356,1.667230356580108
0.3450852203018525,0.9966868176057418,1.3699434557464363
0.1975021382516369,0.9963784108907756,1.8039285827109919
0.4650595591403544,0.9977653097908967,1.2330607061025831
0.483011837429415,0.9970516408584396,1.8365336430891182
0.41496271329621476,0.9917781744095565,1.2880216551261636
0.2919833798253213,0.9978469386600494,1.3344910806198507
0.25287707598940673,0.9963219073809906,1.0928131191011745
0.3420380391762592,0.9956551665188463,1.397115720640759
0.23786983602239112,0.9942818021235152,1.2238739817071773
0.43288014264356706,0.9956117349634409,1.7276927568645857
0.2758295005697706,0.9957076795648696,1.2627910858110718
0.254353448958392,0.9983341520872556,1.3293713552420328
0.22396909135736917,0.9963273084620876,1.7503112282271764
0.24261692211524966,0.9967564870269864,1.806543177181624
